iter	RMSE
148	19.54766371
149	19.54592983
150	19.53643209
151	19.53169824
152	19.52576319
153	19.52265229
154	19.52052951
155	19.51208768
156	19.50747891
157	19.50369206
158	19.49138131
159	19.48366485
160	19.47824132
161	19.46811676
162	19.46427052
163	19.46242206
164	19.45587865
165	19.45568674
166	19.44505942
167	19.43500982
168	19.41160402
169	19.40356114
170	19.39799781
171	19.39091985
172	19.38638299
173	19.37879966
174	19.36757939
175	19.35933104
176	19.35279993
177	19.34730595
178	19.34193404
179	19.3397969
180	19.32748176
181	19.31437769
182	19.30333814
183	19.29610936
184	19.28982931
185	19.28552286
186	19.27223895
187	19.26591556
188	19.24625687
189	19.22759964
190	19.2242936
191	19.21857009
192	19.21089933
193	19.20241094
194	19.19999721
195	19.19289681
196	19.18749558
197	19.18331239
198	19.17450727
199	19.17310752
200	19.16934244
201	19.15450191
202	19.1480362
203	19.13540012
204	19.13089303
205	19.1202052
206	19.1058823
207	19.10080071
208	19.09536272
209	19.09402035
210	19.09352625
211	19.08041411
212	19.07390229
213	19.07113262
214	19.07040692
215	19.06179417
216	19.05529409
217	19.0528803
218	19.05218738
219	19.03860928
220	19.03558447
221	19.02796241
222	19.01405588
223	19.00073163
224	18.98295376
225	18.96677595
226	18.96293568
227	18.95082921
228	18.94407756
229	18.94176531
230	18.93916484
231	18.92961081
232	18.92330025
233	18.91210278
234	18.90136257
235	18.8982428
236	18.88982461
237	18.88777773
238	18.87853768
239	18.87789541
240	18.8737156
241	18.86651952
242	18.86103037
243	18.85830559
244	18.84988138
245	18.84942004
246	18.84432019
247	18.83914732
248	18.82999552
249	18.82555498
250	18.81959738
251	18.81469675
252	18.8033276
253	18.80275513
254	18.79712482
255	18.78606797
256	18.78194971
257	18.77463367
258	18.76465377
259	18.75519556
260	18.74758819
261	18.73374138
262	18.72447048
263	18.72001639
264	18.71785372
265	18.71737147
266	18.71432092
267	18.70639568
268	18.70457724
269	18.69478503
270	18.67968661
271	18.67244889
272	18.65913012
273	18.65631683
274	18.64829864
275	18.63081293
276	18.62500554
277	18.61886246
278	18.6136516
279	18.60593575
280	18.59995488
281	18.59654101
282	18.59052616
283	18.58305718
284	18.57592853
285	18.57317509
286	18.56620549
287	18.56368272
288	18.55737014
289	18.55315026
290	18.54946949
291	18.53628297
292	18.5206452
293	18.51511986
294	18.51420149
295	18.50900289
296	18.49989146
297	18.49542871
298	18.48894262
299	18.47750021
300	18.46775339
301	18.46746572
302	18.46721509
303	18.46667307
304	18.45667071
305	18.44165536
306	18.43983119
307	18.43189049
308	18.42520725
309	18.42143619
310	18.41409458
311	18.40840306
312	18.40736494
313	18.40698677
314	18.39305529
315	18.39132745
316	18.3891493
317	18.38369809
318	18.37536408
319	18.36547218
320	18.36068187
321	18.35587577
322	18.34830667
323	18.34745794
324	18.33821181
325	18.33380561
326	18.33078262
327	18.32726956
328	18.32148347
329	18.31573067
330	18.31414711
331	18.30780033
332	18.29474844
333	18.28374513
334	18.27967216
335	18.27453151
336	18.26490429
337	18.26012164
338	18.25495027
339	18.2492754
340	18.24264031
341	18.23601209
342	18.23482737
343	18.2238003
344	18.2223388
345	18.21875181
346	18.20644761
347	18.18765506
348	18.18122005
349	18.18068537
350	18.17710114
351	18.16319474
352	18.15473403
353	18.15089663
354	18.14329105
355	18.13167232
356	18.13100787
357	18.11967342
358	18.11241588
359	18.10832495
360	18.10363836
361	18.09833363
362	18.0945239
363	18.0850667
364	18.07669908
365	18.07141455
366	18.06683865
367	18.06216755
368	18.0566879
369	18.05468115
370	18.0454637
371	18.03107763
372	18.0278803
373	18.01701603
374	18.00704041
375	17.99962775
376	17.99031855
377	17.98471584
378	17.97941622
379	17.96943548
380	17.95999608
381	17.95673771
382	17.94534487
383	17.93898438
384	17.9302143
385	17.92909454
386	17.92419319
387	17.91982792
388	17.91273218
389	17.90543871
390	17.89826416
391	17.89504148
392	17.89029833
393	17.88658695
394	17.88141903
395	17.86838951
396	17.85977476
397	17.85147292
398	17.84684766
399	17.84223113
400	17.83253768
401	17.82656529
402	17.82039925
403	17.81104672
404	17.80559866
405	17.80171396
406	17.78893468
407	17.78063321
408	17.77409678
409	17.771074
410	17.75912608
411	17.74582477
412	17.73422116
413	17.73019373
414	17.72382138
415	17.71142329
416	17.70636177
417	17.70455264
418	17.70277441
419	17.69559903
420	17.68760399
421	17.68461274
422	17.68273743
423	17.6782909
424	17.67748016
425	17.66812647
426	17.66316747
427	17.65744187
428	17.65669519
429	17.63931951
430	17.63351346
431	17.63050732
432	17.62358969
433	17.62329221
434	17.61738754
435	17.61071681
436	17.60668291
437	17.60143245
438	17.59763319
439	17.59368892
440	17.58977661
441	17.58248447
442	17.57965716
443	17.5704109
444	17.56984732
445	17.56501648
446	17.56138121
447	17.55708142
448	17.54740714
449	17.54297079
450	17.54135691
451	17.5365908
452	17.53522919
453	17.53062145
454	17.52210056
455	17.52048563
456	17.51142768
457	17.50443836
458	17.50273004
459	17.48930501
460	17.48556501
461	17.48380664
462	17.47180799
463	17.45337363
464	17.44896979
465	17.44442854
466	17.43720803
467	17.43351245
468	17.42372546
469	17.41291967
470	17.41026992
471	17.40826997
472	17.40127728
473	17.39845396
474	17.38725799
475	17.37795884
476	17.37056623
477	17.35983664
478	17.35556568
479	17.34633625
480	17.3392833
481	17.3356208
482	17.33005611
483	17.3267734
484	17.32240197
485	17.31747477
486	17.31691771
487	17.30375482
488	17.29384622
489	17.28721381
490	17.28313627
491	17.28138394
492	17.27711378
493	17.27696834
494	17.27051083
495	17.26580194
496	17.26118081
497	17.25219698
498	17.24961002
499	17.23475322
